ID	Area	Title	Description
28951	area-System.Net	"SocketsHttpHandler mangling ""User-Agent"" header"	"When testing a .NET Core application against the 2.1 preview with the new `SocketsHttpHandler` using the latest build of the .NET Core SDK (info output from CLI listed below), requests sent through an `HttpClient` to a local HTTP echo or capture service shows the new implementation of the `HttpMessageHandler` / `HttpClientHandler` is modifying the ""User-Agent"" agent header value before sending (or otherwise failing to recompose it correctly after parsing).    Here is an outline of the code:    ```csharp  var user_agent = ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.18 Safari/537.36"";    using (var handler = new HttpClientHandler())  using (var client = new HttpClient(handler))  {      var message = new HttpRequestMessage(HttpMethod.Post, ""http://lvh.me:8000/yboe63yb"");        message.Headers.TryAddWithoutValidation(""User-Agent"", user_agent);      message.Content = new StringContent(RuntimeInformation.FrameworkDescription, Encoding.UTF8);        await client.SendAsync(message);  }  ```    After completion of the request, here is the capture according to a local instance of [requestbin](https://github.com/Runscope/requestbin), but this has also been validated against other echoing services:    ```  POST /yboe63yb HTTP/1.1  Content-Length: 22  Accept-Language: en-US, en; q=0.8  Accept-Encoding: gzip, deflate, br  Host: lvh.me:8000  Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng*/*;q=0.8  User-Agent: Mozilla/5.0, (Macintosh; Intel Mac OS X 10_11_3), AppleWebKit/537.36, (KHTML, like Gecko), Chrome/63.0.3239.18, Safari/537.36  Connection: keep-alive  Content-Type: text/plain; charset=utf-8    .NET Core 4.6.26310.01  ```    In that output you will see that it appears to be treating that header as a collection of header value entries and is inserting "", "" between all the components. That line should read:    ```  User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.18 Safari/537.36  ```    Explicitly disabling the now-`true`-by-default `AppContext` switch for `UseSocketsHttpHandler` returns the header to its original, expected behavior on both Windows (WinHTTP) and Linux (libcurl):    ```csharp  AppContext.SetSwitch(""System.Net.Http.UseSocketsHttpHandler"", false);  ```    As promised, here is the primary host information from `dotnet` CLI:    ```  >dotnet --info  .NET Core SDK (reflecting any global.json):   Version:   2.1.300-preview3-008433   Commit:    6b240926a3    Runtime Environment:   OS Name:     Windows   OS Version:  10.0.16299   OS Platform: Windows   RID:         win10-x64   Base Path:   C:\Program Files\dotnet\sdk\2.1.300-preview3-008433\    Host (useful for support):    Version: 2.1.0-preview2-26314-02    Commit:  8ac5f4fa22    .NET Core SDKs installed:    2.0.3 [C:\Program Files\dotnet\sdk]    2.1.2 [C:\Program Files\dotnet\sdk]    2.1.4 [C:\Program Files\dotnet\sdk]    2.1.100 [C:\Program Files\dotnet\sdk]    2.1.102 [C:\Program Files\dotnet\sdk]    2.1.103 [C:\Program Files\dotnet\sdk]    2.1.200-preview-007474 [C:\Program Files\dotnet\sdk]    2.1.300-preview1-008174 [C:\Program Files\dotnet\sdk]    2.1.300-preview3-008433 [C:\Program Files\dotnet\sdk]    .NET Core runtimes installed:    Microsoft.AspNetCore.All 2.1.0-preview1-final [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]    Microsoft.AspNetCore.All 2.1.0-preview2-30431 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]    Microsoft.AspNetCore.App 2.1.0-preview1-final [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]    Microsoft.AspNetCore.App 2.1.0-preview2-30431 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]    Microsoft.NETCore.App 2.0.3 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]    Microsoft.NETCore.App 2.0.5 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]    Microsoft.NETCore.App 2.0.6 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]    Microsoft.NETCore.App 2.1.0-preview1-26216-03 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]    Microsoft.NETCore.App 2.1.0-preview2-26314-02 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]  ```"
28950	area-System.Data	SqlClient SqlConnectionBasicTests failures in 2.0.x CI	Tracking issue for flaky test failure.  Is there a surgical improvement that can be backported from master to /release/2.0.0 to improve CI reliability for that queue?    https://github.com/dotnet/corefx/pull/27919    https://mc.dot.net/#/user/dotnet-maestro-bot/pr~2Fjenkins~2Fdotnet~2Fcorefx~2Frelease~2F2.0.0~2F/test~2Ffunctional~2Fcli~2F/7aa45b89ca5ae46cb15fce46921f40dd925d736b/workItem/System.Data.SqlClient.Tests/analysis/xunit/System.Data.SqlClient.Tests.SqlConnectionBasicTests~2FConnectionTimeoutTestWithThread    ```     at System.Data.SqlClient.Tests.SqlConnectionBasicTests.ConnectionTimeoutTestWithThread()  Assert.True() Failure  Expected: True  Actual:   False  ```    /cc @saurabh500 @corivera 
28949	area-System.Security	 Clear SSL error queue after SSL_shutdown calls	Part 1 of separating PR #28862 into smaller parts. This one covers the calls to SSL_shutdown explicitly made in CoreFx sources.    The other location of [SSL_shutdown call](https://github.com/dotnet/corefx/blob/275752f322defe4e4d0d6e9ccb4330df146d57f1/src/System.Net.Security/src/System/Net/Security/SslStreamPal.Unix.cs#L242-261) is already covered by the SSL_ERROR_SSL case. 
28948	area-Infrastructure	Local building issues on Windows	I am trying to build corefx by using `clean.cmd` and then `build.cmd` on Windows.  Local building on Windows returns next warnings in `msbuild.wrn` file:  ```     8:2>C:\Code\corefx\Tools\Symbols.targets(515,7): warning : Downloading https://dotnet.myget.org/F/dotnet-core/symbols/runtime.win-x64.Microsoft.NETCore.Runtime.CoreCLR/2.1.0-preview3-26409-06/ failed with exception:  [C:\Code\corefx\external\runtime\runtime.depproj]     8:2>C:\Code\corefx\Tools\Symbols.targets(515,7): warning : Код состояния ответа не указывает на успешное выполнение: 404 (Not Found). [C:\Code\corefx\external\runtime\runtime.depproj]  C:\Code\corefx\Tools\Symbols.targets(515,7): warning :    в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task) [C:\Code\corefx\external\runtime\runtime.depproj]  C:\Code\corefx\Tools\Symbols.targets(515,7): warning :    в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task) [C:\Code\corefx\external\runtime\runtime.depproj]  C:\Code\corefx\Tools\Symbols.targets(515,7): warning :    в Microsoft.DotNet.Build.Tasks.DownloadFilesFromUrl.<ExecuteAsync>d__17.MoveNext() [C:\Code\corefx\external\runtime\runtime.depproj]     8:2>C:\Code\corefx\external\runtime\runtime.depproj(103,7): warning : Failed to download CoreCLR symbols  ```  
28947	area-System.Net	Fix ROM Content Test to use IMemoryOwner instead of MemoryManager	Leftover test cleanup from https://github.com/dotnet/corefx/pull/28640    cc @GrabYourPitchforks, @stephentoub     Should I mark this as netfx-port-consider, just like https://github.com/dotnet/corefx/pull/24006?
28945	area-System.Runtime	Stable test for both type of dateStyles. (dd\MM\yyyy and MM\dd\yyyy)	Fixes https://github.com/dotnet/corefx/issues/28879
28944	area-System.Text	Add a GetEncodings method to System.Text.EncodingProvider to support enumerating available character encodings	This API proposal arose out of #28915.    ## Rationale and Use Cases    As of this writing:    * [`System.Text.Encoding.GetEncodings()`](https://docs.microsoft.com/en-us/dotnet/api/system.text.encoding.getencodings?view=netcore-2.1#System_Text_Encoding_GetEncodings) only ever enumerates the _default_ encodings available.    * [`System.Text.CodePagesEncodingProvider.Instance`](https://docs.microsoft.com/en-us/dotnet/api/system.text.codepagesencodingprovider.instance?view=netcore-2.1#System_Text_CodePagesEncodingProvider_Instance) lacks a method for enumerating _additional_ encodings registered via [`System.Text.Encoding.RegisterProvider(EncodingProvider)`](https://docs.microsoft.com/en-us/dotnet/api/system.text.encoding.registerprovider?view=netcore-2.1), which - via a call to `System.Text.Encoding.RegisterProvider(System.Text.CodePagesEncodingProvider.Instance)` - makes the [Windows code-page character encodings](https://msdn.microsoft.com/en-us/library/dd317756(v=vs.85).aspx) available to .NET Core.    However, **it is desirable to have the ability to enumerate _all_ available encodings**:    * Even in the abstract it seems like an awkward omission not to be able to reflect on the available encodings; more concretely, consider the following use cases, both related to [PowerShell Core](https://github.com/PowerShell/PowerShell):    * PowerShell Core commands such as `Get-Content` for reading text files support an `-Encoding` parameter that directly accepts `System.Text.Encoding` instances, so  users expect to be able to _discover_ all available encodings and/or be assisted in selecting a specific encoding with _tab completion_:  ```powershell  Get-Content file.txt -Encoding <tab-keypress>  # should show all available encodings  ```    *  Similarly, a [green-lighted, but not yet implemented](https://github.com/PowerShell/PowerShell/issues/6201) `Convert-TextFile` command will allow conversion between all available character encodings, so their discovery / ease of selection is important there too.    ## Proposed API    Add a `GetEncodings()` method to abstract class [`System.Text.EncodingProvider`](https://github.com/dotnet/corefx/blob/103639b6ff5aa6ab6097f70732530e411817f09b/src/Common/src/CoreLib/System/Text/EncodingProvider.cs):    ```csharp  namespace System.Text  {      public abstract class EncodingProvider      {        // ...        // New virtual method, analogous to System.Text.Encoding.GetEncodings()        public virtual System.Text.EncodingInfo[] GetEncodings ();        // ...  ```    And [`System.Text.CodePagesEncodingProvider`](https://github.com/dotnet/corefx/blob/master/src/System.Text.Encoding.CodePages/src/System/Text/CodePagesEncodingProvider.Default.cs) would then implement that method to return the encodings it provides.    Specifically, a call to `System.Text.CodePagesEncodingProvider.Instance.GetEncodings()` would then return the array of `System.Text.EncodingInfo` instances representing that provider's encodings.    As with `System.Text.Encodings.GetEncodings()`, no particular enumeration order is guaranteed.    ---    ### Integration into `System.Text.Encodings.GetEncodings()`    Once `System.Text.Encoding.RegisterProvider(System.Text.CodePagesEncodingProvider.Instance)` has been called, `System.Text.Encodings.GetEncodings()` will enumerate the additional encodings too, using the newly introduced method on the provider _if_ registered.    In other words: `System.Text.Encodings.GetEncodings()` will return whatever encodings are _currently available_ - whether just the default set by default or the _union_ of the default set and the additional encodings after provider registration.    As with the existing enumeration, the encodings (`EncodingInfo` instances) are returned in no guaranteed order.    If there is more than one registered provider that supports a given encoding, the returned list will contain only one entry for it.    ## Updates (most recent ones first)    * Clarification re returning only distinct encodings.  * Return  behavior clarified again - no particular enumeration order is guaranteed  * Made new `GetEncodings` method `virtual` rather than `abstract`.  * Open question removed in favor of unconditionally outputting all then-available encodings.  * Return behavior clarified (ordering).
28943	area-System.Net	Add more logging to SocketsHttpHandler	As part of looking at the usability of .NET Core network logging (compared to  .NET Framework), I did a walkthru of the current logging in SocketsHttpHandler.  I noticed some inconsistencies in how the NetEventSource logging is being used.    For the 2.1 release, I wanted to at least add more logging to some key areas  including places where we ignore errors/exceptions.    There is still more work to do to improve the logging to make it useful for  developers. This includes doing a better job at logging for System.Net.Sockets  as well as looking into other tool options besides PerfView to look at the traces.    I also fixed the sample script for using starting the traces using Windows logman.  The default log buffer size is too small even for for simple traces. Now, using PerfView  on all the System.Net.* traces no longer shows an error about traces being dropped.
28942	area-System.Threading	Add tests for ValueTask type safety	cc: @tarekgh, @kouvel   Fixes https://github.com/dotnet/coreclr/issues/17470  Depends on https://github.com/dotnet/coreclr/pull/17471 (likely to fail until that's consumed)
28941	area-System.Net	HttpWebResponse.LastModified no longer throws 	"Discovered during the work for #28843    (System.Net.Request) [`HttpWebResponse.LastModified`](https://github.com/dotnet/corefx/blob/master/src/System.Net.Requests/src/System/Net/HttpWebResponse.cs#L143-L157) no longer throws `ProtocolViolationException`:    ```csharp  public DateTime LastModified  {      get      {          CheckDisposed();          string lastmodHeaderValue = Headers[""Last-Modified""];          if (string.IsNullOrEmpty(lastmodHeaderValue))          {              return DateTime.Now;          }          DateTime dtOut;          HttpDateParse.ParseHttpDate(lastmodHeaderValue, out dtOut);          return dtOut;      }  }  ```    It looks like this occurred during the port, as [the file containing the original code was split](https://referencesource.microsoft.com/#System/net/System/Net/Internal.cs,1975), and the code throwing the exception didn't make it.  Contrast this with `HttpWebRequest.IfModifiedSince`/`Date`, [where the exception did make it through](https://github.com/dotnet/corefx/commit/9090df761a1a067c869e43066ba32fd39a26f516#diff-c70c98d319d6fa28c754b26a04324f2eR1444)    cc @davidsh "
28936	area-Infrastructure	Add WebAssembly build architecture	Adds a WebAssembly build architecture (and matching OS) based on using the Emscripten SDK. For the most part, this flavor is similar to Unix (but can be built by any OS). While the current changes are focused on the CoreRT WebAssembly implementation, they will most likely be useful for Mono as well.    This change includes:  * Adding the ```wasm``` architecture and ```WebAssembly``` OS  * Changes to run emscripten for wasm on Windows (building on Mac/Linux can be done in a future change). This also includes compensating for emscripten's tendency to return true for check_function_exists for functions it doesn't actually have.  * Fixes for building System.Native (other native libraries are disabled for now as they have larger dependencies that may not map as well)    The managed build doesn't work yet as contracts need to target the .NET Native System.Private.Corelib, but breaking changes in the Memory class prevent them from compiling.     Fixes #26107  
28935	area-System.Runtime	Add Time value type in System	# Rationale  Today, we have a `DateTime` struct in System that represents a specific date and time, which supports time zones. We also have a `TimeSpan` object that represents a duration (for example the time between two `DateTime`). I feel that we are missing a simple `Time` object that represents a time of day, without it being linked to a particular day.    There are a lot of reasons for representing time without dates. Alarms of an alarm clock, work shifts in a company, etc. T-Sql has a [time](https://docs.microsoft.com/en-us/sql/t-sql/data-types/time-transact-sql) type that cannot today be mapped to a type in .Net.    `DateTime.TimeOfDay` today returns a  `TimeSpan`, but it feels out of place, `TimeSpan` represents a duration and not a specific time of day.    ## Implementation    Implementation would be pretty simple, it would have properties Hours, Minutes, Seconds, Milliseconds, Ticks and a few comparison / transformation methods.    `DateTime.TimeOfDay` would return this new `Time` struct instead of the current `TimeSpan`.
28934	area-System.Net	Some problems in ping API	Related https://github.com/dotnet/corefx/issues/9350    In PowerShell repo we port [TestConnection cmdlet](https://github.com/PowerShell/PowerShell/blob/master/src/Microsoft.PowerShell.Commands.Management/commands/management/TestConnectionCommand.cs) and catch some problems in the ping API.    The problems documented in the [cmdlet tests](https://github.com/PowerShell/PowerShell/blob/master/test/powershell/Modules/Microsoft.PowerShell.Management/Test-Connection.Tests.ps1) - see comments and `if (!isWindows)` blocks.    Below short list:    1. Dontfragment doesn't work on Unixes  This definitely should work on Linux and on [MacOs too](http://www.hackaapl.com/mazimum-transmission-unit-mtu-frame-size-in-os-x/)  2. `PingReply.Buffer` is empty on Unix. Expected - a buffer we send.  3. Ping unreachable host returns ErrorCode 6  (Handle is invalid) on Unix. Expected (as on Windows) - 11001 (Host not found).  4. API always returns Options based on default PingOptions() constructor (Ttl=128, DontFragment = false).  PingReply.Options.DontFragment:  - on Windows always returns false. Expected - real value from ping request.  - on Unix always returns null. Expected - real value from ping request (or false if not implemented).    PingReply.Options.Ttl - always 128.  Expected - real value from ping request.  PingReply.Options.Status - always Success (if we expect 'TtlExpired'). Expected - real status.    5. PingReply doesn't return ScopeId in IPAddress     
